,Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Regionname,Propertycount,Pridicted_Price
4197,Bentleigh East,3 Nina Ct,3,h,S,Buxton,9/09/2017,13.8,3165.0,3.0,1.0,1.0,556.0,122.0,Southern Metropolitan,10969.0,1208306.2
4198,Blackburn,11 Hirst St,3,h,S,Jellis,9/09/2017,13.4,3130.0,3.0,1.0,2.0,556.0,130.0,Eastern Metropolitan,5713.0,1205456.8
4199,Blackburn North,51 Joseph St,4,h,SP,Ray,9/09/2017,13.4,3130.0,4.0,2.0,2.0,923.0,130.0,Eastern Metropolitan,2867.0,1322375.6
4200,Boronia,2/24 Springfield Rd,3,h,S,Ray,9/09/2017,25.0,3155.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,9704.0,686786.2
4201,Briar Hill,17 Woodland Gr,3,h,S,Buckingham,9/09/2017,16.1,3088.0,3.0,1.0,1.0,556.0,130.0,Eastern Metropolitan,1390.0,821823.7
4202,Brighton,1/171 Church St,2,u,SP,Buxton,9/09/2017,10.5,3186.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,10579.0,1401379.5
4203,Brighton,700 Hampton St,3,h,S,Buxton,9/09/2017,10.5,3186.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,10579.0,2180156.8
4204,Brighton,82A Were St,3,t,S,Marshall,9/09/2017,10.5,3186.0,3.0,2.0,4.0,556.0,297.0,Southern Metropolitan,10579.0,2681501.8
4205,Broadmeadows,2/36 Blair St,2,u,S,YPA,9/09/2017,14.0,3047.0,2.0,1.0,1.0,556.0,99.0,Northern Metropolitan,4294.0,444509.28
4206,Broadmeadows,1/15 Osway St,3,u,S,RW,9/09/2017,14.0,3047.0,3.0,1.0,2.0,556.0,94.0,Northern Metropolitan,4294.0,403347.75
4207,Broadmeadows,55 Stanhope St,4,h,S,Barry,9/09/2017,14.0,3047.0,4.0,1.0,2.0,696.0,130.0,Northern Metropolitan,4294.0,648302.8
4208,Brunswick,85 Brickworks Dr,3,h,VB,Nelson,9/09/2017,5.2,3056.0,3.0,2.0,1.0,556.0,130.0,Northern Metropolitan,11918.0,1311359.0
4209,Brunswick,9/53 De Carle St,2,u,SP,Woodards,9/09/2017,5.2,3056.0,2.0,1.0,1.0,556.0,130.0,Northern Metropolitan,11918.0,608520.06
4210,Brunswick,2C Donald St,3,t,VB,Nelson,9/09/2017,5.2,3056.0,3.0,2.0,1.0,556.0,130.0,Northern Metropolitan,11918.0,863727.2
4211,Brunswick,31 Merri St,2,h,VB,Nelson,9/09/2017,5.2,3056.0,2.0,1.0,2.0,556.0,130.0,Northern Metropolitan,11918.0,1135439.9
4212,Brunswick East,1/6 Methven St,1,u,S,Jellis,9/09/2017,4.0,3057.0,1.0,1.0,2.0,556.0,39.0,Northern Metropolitan,5533.0,488614.22
4213,Brunswick West,5/16 Wallace St,1,u,S,Ray,9/09/2017,5.2,3055.0,1.0,1.0,1.0,556.0,130.0,Northern Metropolitan,7082.0,453209.12
4214,Bulleen,41 Estelle St,3,h,PI,Barry,9/09/2017,10.8,3105.0,3.0,2.0,1.0,573.0,161.0,Eastern Metropolitan,4480.0,1009880.94
4215,Bundoora,1/152 Greenhills Rd,3,u,S,Ray,9/09/2017,12.1,3083.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,10175.0,726515.2
4216,Bundoora,2 Japonica St,3,h,S,Barry,9/09/2017,12.1,3083.0,3.0,2.0,2.0,556.0,132.0,Northern Metropolitan,10175.0,823597.5
4217,Burnley,7/6 Adam St,1,u,SP,LITTLE,9/09/2017,2.4,3121.0,1.0,1.0,1.0,556.0,44.0,Northern Metropolitan,438.0,333947.78
4218,Cairnlea,10 Saltmarsh Pl,3,h,PI,Sweeney,9/09/2017,14.8,3023.0,3.0,2.0,2.0,556.0,130.0,Western Metropolitan,2674.0,596632.8
4219,Camberwell,20 Glyndon Rd,2,h,S,Noel,9/09/2017,7.7,3124.0,2.0,1.0,3.0,556.0,130.0,Southern Metropolitan,8920.0,1635429.5
4220,Camberwell,3/37 High Rd,2,u,S,Noel,9/09/2017,7.7,3124.0,2.0,2.0,1.0,556.0,130.0,Southern Metropolitan,8920.0,856895.25
4221,Camberwell,5 Trumper St,4,h,VB,Jellis,9/09/2017,7.7,3124.0,4.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2031913.5
4222,Canterbury,11 Moresby St,4,h,VB,Marshall,9/09/2017,8.4,3126.0,4.0,2.0,2.0,556.0,255.0,Southern Metropolitan,3265.0,2564462.8
4223,Canterbury,4/22 Rochester Rd,3,h,VB,Marshall,9/09/2017,8.4,3126.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3265.0,2029601.0
4224,Carnegie,2/81 Koornang Rd,2,u,S,Ray,9/09/2017,10.1,3163.0,2.0,1.0,1.0,556.0,130.0,Southern Metropolitan,7822.0,780621.06
4225,Carnegie,1/17 Tranmere Av,1,u,S,Jellis,9/09/2017,10.1,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,987379.7
4226,Carrum,11 Dahmen St,2,h,S,Ray,9/09/2017,31.2,3197.0,2.0,1.0,4.0,556.0,130.0,South-Eastern Metropolitan,1989.0,804161.44
4227,Caulfield,3/19 Ash Gr,1,u,S,Gary,9/09/2017,8.7,3162.0,1.0,1.0,1.0,556.0,43.0,Southern Metropolitan,2379.0,305208.5
4228,Caulfield South,25 Gardenvale Rd,4,h,SP,Gary,9/09/2017,8.7,3162.0,4.0,2.0,2.0,556.0,169.0,Southern Metropolitan,5051.0,1762330.5
4229,Caulfield South,4/3 Gardenvale Rd,2,u,S,Gary,9/09/2017,8.7,3162.0,2.0,1.0,1.0,556.0,130.0,Southern Metropolitan,5051.0,762047.3
4230,Chadstone,80 Power Av,2,h,S,RT,9/09/2017,11.7,3148.0,2.0,1.0,2.0,556.0,78.0,Southern Metropolitan,3582.0,1021220.06
4231,Chelsea,1 Kangaroo Rd,4,h,S,O'Brien,9/09/2017,27.0,3196.0,4.0,2.0,2.0,556.0,94.0,South-Eastern Metropolitan,3906.0,945714.6
4232,Cheltenham,2 Barclay Dr,3,h,S,O'Brien,9/09/2017,17.9,3192.0,3.0,1.0,2.0,570.0,130.0,Southern Metropolitan,9758.0,1063387.5
4233,Clayton South,12 Bond St,3,h,S,C21,9/09/2017,17.5,3169.0,3.0,1.0,2.0,613.0,130.0,South-Eastern Metropolitan,4734.0,907209.4
4234,Clifton Hill,21 Gordon St,2,h,S,Collins,9/09/2017,3.6,3068.0,2.0,1.0,1.0,191.0,130.0,Northern Metropolitan,2954.0,1304047.6
4235,Coburg,43 Phillips St,3,h,SP,Nelson,9/09/2017,6.7,3058.0,3.0,1.0,1.0,556.0,310.0,Northern Metropolitan,11204.0,1243645.1
4236,Coburg,167 Urquhart St,3,t,S,Nelson,9/09/2017,6.7,3058.0,3.0,2.0,2.0,556.0,137.0,Northern Metropolitan,11204.0,786492.5
4237,Craigieburn,11 Abercarn Av,4,h,S,YPA,9/09/2017,20.6,3064.0,4.0,1.0,0.0,641.0,110.0,Northern Metropolitan,15510.0,510059.5
4238,Croydon South,14 MacKenzie Ct,3,h,S,Philip,9/09/2017,23.0,3136.0,3.0,1.0,1.0,556.0,130.0,Eastern Metropolitan,1863.0,637096.25
4239,Dallas,1/14 Antwerp St,4,t,S,Stockdale,9/09/2017,14.0,3047.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,2246.0,659955.25
4240,Dallas,9 Merlynston Cl,4,h,VB,YPA,9/09/2017,14.0,3047.0,4.0,2.0,2.0,556.0,130.0,Northern Metropolitan,2246.0,626133.6
4241,Dandenong,12/42 Pickett St,2,u,PI,Nicholls,9/09/2017,24.7,3175.0,2.0,1.0,1.0,556.0,130.0,South-Eastern Metropolitan,10894.0,488520.3
4242,Deer Park,38 Jonah Pde,3,h,SP,Stockdale,9/09/2017,14.8,3023.0,3.0,2.0,2.0,556.0,156.0,Western Metropolitan,6388.0,627669.2
4243,Doncaster East,18 Daly St,3,h,S,Barry,9/09/2017,14.3,3109.0,3.0,1.0,2.0,556.0,130.0,Eastern Metropolitan,10999.0,1165195.0
4244,Doncaster East,101 Landscape Dr,4,h,PI,Barry,9/09/2017,14.3,3109.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,10999.0,1234061.4
4245,Doncaster East,2 Raven St,5,h,SP,Ray,9/09/2017,14.3,3109.0,5.0,2.0,3.0,677.0,130.0,Eastern Metropolitan,10999.0,1398521.4
4246,Doncaster East,345 Serpells Rd,4,h,S,Barry,9/09/2017,14.3,3109.0,4.0,3.0,2.0,878.0,306.0,Eastern Metropolitan,10999.0,1685512.4
4247,Donvale,1a Chippewa Av,2,u,S,Philip,9/09/2017,16.1,3111.0,2.0,1.0,1.0,255.0,130.0,Eastern Metropolitan,4790.0,718851.5
4248,Doreen,27 Vidler Av,5,h,S,Ray,9/09/2017,25.9,3754.0,5.0,3.0,6.0,556.0,296.0,Northern Victoria,7254.0,886087.1
4249,Doveton,2 Crimson Dr,3,h,S,C21,9/09/2017,28.8,3177.0,3.0,1.0,2.0,556.0,90.0,South-Eastern Metropolitan,3533.0,500031.16
4250,Eaglemont,67 Banksia St,4,h,S,Nelson,9/09/2017,8.9,3084.0,4.0,3.0,2.0,556.0,294.0,Eastern Metropolitan,1651.0,2143234.0
4251,Edithvale,36/61 Hughes Av,3,u,S,hockingstuart,9/09/2017,27.0,3196.0,3.0,1.0,2.0,556.0,130.0,South-Eastern Metropolitan,2546.0,797914.2
4252,Elsternwick,1/39 Trevelyan St,2,h,S,Gary,9/09/2017,7.2,3185.0,2.0,1.0,2.0,556.0,130.0,Southern Metropolitan,4898.0,1671781.6
4253,Eltham,2 Cygnet Ct,4,h,SP,Ray,9/09/2017,18.0,3095.0,4.0,3.0,2.0,556.0,155.0,Eastern Metropolitan,6990.0,808366.94
4254,Epping,13 Cascade Cr,4,h,S,HAR,9/09/2017,19.6,3076.0,4.0,2.0,2.0,556.0,130.0,Northern Metropolitan,10926.0,626601.6
4255,Epping,1/4 Grimwade Ct,2,u,S,HAR,9/09/2017,19.6,3076.0,2.0,1.0,1.0,556.0,130.0,Northern Metropolitan,10926.0,444552.2
4256,Epping,7/12 Kirkland Ct,3,h,SP,RW,9/09/2017,19.6,3076.0,3.0,1.0,1.0,167.0,130.0,Northern Metropolitan,10926.0,445100.6
4257,Epping,5 Rothwell Ct,3,h,SA,Purplebricks,9/09/2017,19.6,3076.0,3.0,2.0,4.0,556.0,98.0,Northern Metropolitan,10926.0,509278.75
4258,Essendon,100 McCracken St,3,h,S,Brad,9/09/2017,7.5,3040.0,3.0,2.0,3.0,556.0,130.0,Western Metropolitan,9264.0,1374014.4
4259,Essendon West,48 Clydebank Rd,3,h,S,McDonald,9/09/2017,7.5,3040.0,3.0,1.0,2.0,556.0,130.0,Western Metropolitan,588.0,1173783.4
4260,Fairfield,293a Gillies St,4,h,S,Jellis,9/09/2017,5.7,3078.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,2970.0,1772898.6
4261,Fairfield,11/59 Rathmines St,2,u,S,The,9/09/2017,5.7,3078.0,2.0,1.0,1.0,556.0,130.0,Northern Metropolitan,2970.0,681500.0
4262,Fawkner,5/134 Lorne St,2,u,S,Ray,9/09/2017,13.1,3060.0,2.0,1.0,1.0,556.0,72.0,Northern Metropolitan,5070.0,407255.44
4263,Fitzroy,353 Fitzroy St,2,h,S,Nelson,9/09/2017,2.1,3065.0,2.0,1.0,0.0,556.0,80.0,Northern Metropolitan,5825.0,1121039.1
4264,Fitzroy,101 Kerr St,3,h,VB,Jellis,9/09/2017,2.1,3065.0,3.0,1.0,2.0,152.0,130.0,Northern Metropolitan,5825.0,1439269.9
4265,Fitzroy North,96 Fergie St,4,h,S,Jellis,9/09/2017,3.6,3068.0,4.0,2.0,1.0,556.0,180.0,Northern Metropolitan,6244.0,2122197.2
4266,Footscray,7/33 Eldridge St,2,u,PI,Burnham,9/09/2017,5.1,3011.0,2.0,1.0,1.0,556.0,40.0,Western Metropolitan,7570.0,323968.38
4267,Footscray,5/49 Napier St,2,u,S,Burnham,9/09/2017,5.1,3011.0,2.0,1.0,1.0,556.0,130.0,Western Metropolitan,7570.0,552541.25
4268,Frankston North,61 Rosemary Cr,3,h,SP,Ray,9/09/2017,36.9,3200.0,3.0,1.0,2.0,556.0,130.0,Eastern Victoria,2500.0,648590.25
4269,Gladstone Park,7 Dudley Ct,3,h,SP,Barry,9/09/2017,12.9,3043.0,3.0,2.0,4.0,578.0,130.0,Western Metropolitan,3285.0,681748.1
4270,Gladstone Park,57 Wolverton Dr,3,h,S,Barry,9/09/2017,12.9,3043.0,3.0,2.0,2.0,556.0,150.0,Western Metropolitan,3285.0,698021.2
4271,Glen Iris,24/3 Bickleigh St,2,u,S,hockingstuart,9/09/2017,7.3,3146.0,2.0,1.0,1.0,556.0,130.0,Southern Metropolitan,10412.0,798919.5
4272,Glen Iris,22 Cusdin St,3,t,S,Jellis,9/09/2017,7.3,3146.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,10412.0,1443720.4
4273,Glen Iris,8/66 Edgar St N,2,u,S,hockingstuart,9/09/2017,7.3,3146.0,2.0,2.0,1.0,556.0,130.0,Southern Metropolitan,10412.0,858115.75
4274,Glen Iris,101/18 Leopold St,3,u,VB,Marshall,9/09/2017,7.3,3146.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,10412.0,1141380.9
4275,Glen Waverley,8/280 Blackburn Rd,2,u,SP,Stockdale,9/09/2017,16.7,3150.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,15321.0,970337.5
4276,Glen Waverley,32 Boronia Dr,3,u,PI,Barry,9/09/2017,16.7,3150.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,15321.0,1214022.1
4277,Glen Waverley,16 Clematis St,4,h,S,Harcourts,9/09/2017,16.7,3150.0,4.0,2.0,2.0,742.0,164.0,Eastern Metropolitan,15321.0,1467786.6
4278,Glen Waverley,1a Graham St,4,t,PI,Harcourts,9/09/2017,16.7,3150.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,15321.0,1420109.8
4279,Glen Waverley,7 Larpent St,3,h,SP,Fletchers,9/09/2017,16.7,3150.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,15321.0,1137220.0
4280,Glen Waverley,6 Melrose Ct,4,h,S,Harcourts,9/09/2017,16.7,3150.0,4.0,2.0,2.0,734.0,130.0,Eastern Metropolitan,15321.0,1426402.4
4281,Glenroy,3/21 Hartington St,3,t,S,Barry,9/09/2017,11.2,3046.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,8870.0,648577.06
4282,Glenroy,3/162 Hilton St,3,t,S,Barry,9/09/2017,11.2,3046.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,8870.0,648577.06
4283,Glenroy,7/96 Plumpton Av,2,t,SP,Barry,9/09/2017,11.2,3046.0,2.0,1.0,1.0,556.0,65.0,Northern Metropolitan,8870.0,425444.94
4284,Greenvale,15 Burbridge Dr,5,h,S,Barry,9/09/2017,20.4,3059.0,5.0,3.0,2.0,556.0,130.0,Northern Metropolitan,4864.0,740531.8
4285,Hadfield,19 Everitt St,3,h,S,Barry,9/09/2017,11.2,3046.0,3.0,1.0,1.0,556.0,130.0,Northern Metropolitan,2606.0,741109.6
4286,Hampton,22 Avelin St,4,h,VB,Buxton,9/09/2017,13.8,3188.0,4.0,3.0,2.0,556.0,328.0,Southern Metropolitan,5454.0,2131178.8
4287,Hawthorn,2/3 Lion St,2,h,VB,Marshall,9/09/2017,5.3,3122.0,2.0,1.0,2.0,556.0,130.0,Southern Metropolitan,11308.0,1665163.9
4288,Hawthorn,2/155 Power St,2,u,S,LITTLE,9/09/2017,5.3,3122.0,2.0,1.0,1.0,556.0,130.0,Southern Metropolitan,11308.0,840701.56
4289,Hawthorn,10/22 Wattle Rd,2,u,SP,Jellis,9/09/2017,5.3,3122.0,2.0,2.0,1.0,556.0,74.0,Southern Metropolitan,11308.0,716878.7
4290,Hawthorn East,8/795 Burwood Rd,2,u,S,hockingstuart,9/09/2017,6.2,3123.0,2.0,1.0,1.0,556.0,130.0,Southern Metropolitan,6482.0,840947.94
4291,Hawthorn East,4 Invermay Gr,3,h,S,Abercromby's,9/09/2017,6.2,3123.0,3.0,2.0,2.0,304.0,130.0,Southern Metropolitan,6482.0,1888062.1
4292,Hawthorn East,140 Rathmines Rd,4,h,VB,Marshall,9/09/2017,6.2,3123.0,4.0,2.0,2.0,556.0,130.0,Southern Metropolitan,6482.0,2258401.0
4293,Heathmont,5 Marden Pl,4,h,S,Ray,9/09/2017,21.3,3135.0,4.0,2.0,2.0,442.0,207.0,Eastern Metropolitan,3794.0,1073074.1
4294,Heidelberg,4/49 Hawdon St,1,u,S,Miles,9/09/2017,8.9,3084.0,1.0,1.0,1.0,556.0,130.0,Eastern Metropolitan,2890.0,445321.53
4295,Heidelberg,45 Martin St,4,h,S,Miles,9/09/2017,8.9,3084.0,4.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,2890.0,1296239.4
4296,Highett,1/4 Viola Cr,3,u,S,Marshall,9/09/2017,16.0,3190.0,3.0,1.0,1.0,556.0,130.0,Southern Metropolitan,4794.0,1004645.5
4297,Hillside,20 Honeysuckle Av,4,h,S,Prof.,9/09/2017,18.0,3037.0,3.0,2.0,2.0,556.0,130.0,Western Metropolitan,5556.0,602085.0
4298,Hoppers Crossing,2/61 Hogans Rd,2,u,S,YPA,9/09/2017,18.4,3029.0,2.0,1.0,1.0,556.0,100.0,Western Metropolitan,13830.0,380815.72
4299,Hoppers Crossing,113 Pannam Dr,4,h,SP,Barry,9/09/2017,18.4,3029.0,4.0,2.0,1.0,556.0,130.0,Western Metropolitan,13830.0,528669.6
4300,Ivanhoe,3/54 Liberty Pde,2,t,S,Miles,9/09/2017,7.8,3079.0,2.0,2.0,1.0,556.0,130.0,Eastern Metropolitan,5549.0,833513.25
4301,Keilor,10 Melville Cl,3,h,S,Daniel,9/09/2017,14.5,3036.0,3.0,1.0,2.0,539.0,104.0,Western Metropolitan,2339.0,651895.75
4302,Keilor,9 Tarwin Ct,3,h,PI,Brad,9/09/2017,14.5,3036.0,3.0,2.0,2.0,556.0,130.0,Western Metropolitan,2339.0,709375.4
4303,Keilor Downs,2 Ajax Cl,4,h,S,Brad,9/09/2017,15.5,3038.0,4.0,2.0,2.0,660.0,177.0,Western Metropolitan,3656.0,711041.7
4304,Keilor East,19A Neville St,3,h,S,Nelson,9/09/2017,11.7,3033.0,3.0,1.0,1.0,556.0,130.0,Western Metropolitan,5629.0,812958.94
4305,Keilor East,14 Paul Av,3,h,S,Nelson,9/09/2017,11.7,3033.0,3.0,1.0,1.0,638.0,130.0,Western Metropolitan,5629.0,895568.7
4306,Kensington,24 Kensington Rd,3,h,S,Nelson,9/09/2017,3.4,3031.0,3.0,1.0,1.0,556.0,114.0,Northern Metropolitan,5263.0,1360333.5
4307,Kensington,55 Smith St,2,t,PI,Nelson,9/09/2017,3.4,3031.0,2.0,1.0,1.0,556.0,97.0,Northern Metropolitan,5263.0,652697.1
4308,Kew,2/283 Barkers Rd,2,u,S,Jellis,9/09/2017,5.4,3101.0,2.0,1.0,1.0,556.0,130.0,Southern Metropolitan,10331.0,776116.8
4309,Kew,5 Childers St,3,h,VB,Nelson,9/09/2017,5.4,3101.0,3.0,1.0,2.0,556.0,130.0,Southern Metropolitan,10331.0,1716443.8
4310,Kew,40 Mary St,3,h,S,Jellis,9/09/2017,5.4,3101.0,3.0,1.0,2.0,556.0,111.0,Southern Metropolitan,10331.0,1815948.8
4311,Kew East,29 Elm Gr,3,h,SA,RT,9/09/2017,7.3,3102.0,3.0,2.0,1.0,822.0,130.0,Southern Metropolitan,2671.0,1723782.0
4312,Kingsville,4/22 Edgar St,3,u,S,Jas,9/09/2017,6.4,3012.0,3.0,2.0,1.0,556.0,103.0,Western Metropolitan,1808.0,744343.0
4313,MacLeod,3/48 Fairlie Av,2,t,S,Darren,9/09/2017,12.7,3085.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,4168.0,664134.3
4314,MacLeod,21 May St,4,h,S,Ray,9/09/2017,12.7,3085.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,4168.0,865301.25
4315,Maidstone,2/143 Mitchell St,3,h,PI,Biggin,9/09/2017,6.4,3012.0,3.0,1.0,2.0,556.0,105.0,Western Metropolitan,3873.0,933639.4
4316,Malvern,2A Dalny St,3,h,S,Marshall,9/09/2017,5.9,3144.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,4675.0,2399734.5
4317,Malvern East,54 Chadstone Rd,3,h,S,Jellis,9/09/2017,8.4,3145.0,3.0,1.0,3.0,556.0,130.0,Southern Metropolitan,8801.0,1729634.9
4318,Maribyrnong,306/2 La Scala Av,3,u,S,Rendina,9/09/2017,4.3,3032.0,3.0,2.0,2.0,556.0,130.0,Western Metropolitan,4918.0,818805.06
4319,McKinnon,40 Station Av,4,h,S,Buxton,9/09/2017,11.4,3204.0,4.0,2.0,3.0,556.0,130.0,Southern Metropolitan,2397.0,1697344.9
4320,Meadow Heights,14 Hopkins Wy,3,h,S,HAR,9/09/2017,17.4,3048.0,3.0,2.0,2.0,556.0,132.0,Northern Metropolitan,4704.0,538193.1
4321,Meadow Heights,4a Rocklands Ri,3,u,SP,RW,9/09/2017,17.4,3048.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,4704.0,497978.9
4322,Melbourne,104/166 Flinders St,2,u,PI,Purplebricks,9/09/2017,0.0,3000.0,2.0,1.0,2.0,556.0,67.0,Northern Metropolitan,17496.0,731640.3
4323,Melbourne,142/418 St Kilda Rd,3,u,PI,Gary,9/09/2017,0.0,3000.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,17496.0,1317660.9
4324,Melbourne,1107/28 Wills St,2,u,S,hockingstuart,9/09/2017,0.0,3000.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,17496.0,1429104.6
4325,Melton South,71 Hume Av,4,h,S,hockingstuart,9/09/2017,29.8,3338.0,4.0,1.0,2.0,578.0,104.0,Western Victoria,4718.0,420886.44
4326,Mentone,22B Flinders St,4,h,PI,Buxton,9/09/2017,20.0,3194.0,4.0,2.0,1.0,556.0,202.0,South-Eastern Metropolitan,6162.0,1067761.9
4327,Mernda,16 Erindale Ri,3,h,S,Ray,9/09/2017,25.9,3754.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,5812.0,546134.06
4328,Mernda,3 Ginninderry Gra,4,h,S,RW,9/09/2017,25.9,3754.0,4.0,2.0,2.0,556.0,130.0,Northern Metropolitan,5812.0,587020.94
4329,Mernda,19 Stradling Ri,4,h,S,YPA,9/09/2017,25.9,3754.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,5812.0,580819.5
4330,Middle Park,75 Mills St,4,h,PI,Marshall,9/09/2017,3.0,3206.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,2019.0,3146008.8
4331,Mill Park,15 Grevillia Dr,3,h,S,Love,9/09/2017,17.9,3082.0,3.0,2.0,2.0,556.0,112.0,Northern Metropolitan,10529.0,559903.44
4332,Mill Park,5 Inglewood Ct,4,h,S,Ray,9/09/2017,17.9,3082.0,4.0,2.0,2.0,556.0,232.0,Northern Metropolitan,10529.0,753507.0
4333,Mitcham,2/4 Coppin Cl,3,t,S,Ray,9/09/2017,17.2,3132.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,6871.0,1025603.25
4334,Mitcham,6/490 Mitcham Rd,3,t,S,Buxton,9/09/2017,17.2,3132.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,6871.0,1025603.25
4335,Montmorency,43 Alexander St,3,h,PI,Darren,9/09/2017,16.2,3094.0,3.0,1.0,2.0,556.0,130.0,Eastern Metropolitan,3891.0,798386.56
4336,Montmorency,2/15 Wattle Av,3,h,S,Buckingham,9/09/2017,16.2,3094.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,3891.0,905388.44
4337,Moonee Ponds,505/341 Ascot Vale Rd,2,u,PI,Hodges,9/09/2017,6.2,3039.0,2.0,1.0,1.0,556.0,85.0,Western Metropolitan,6232.0,552876.1
4338,Moonee Ponds,2/57 Buckley St,2,u,PI,Nelson,9/09/2017,6.2,3039.0,2.0,1.0,2.0,556.0,86.0,Western Metropolitan,6232.0,596687.7
4339,Moonee Ponds,1 Stuart St,3,h,S,Jellis,9/09/2017,6.2,3039.0,3.0,2.0,2.0,556.0,177.0,Western Metropolitan,6232.0,1506790.1
4340,Moorabbin,7 Rica St,3,h,VB,Jellis,9/09/2017,14.3,3189.0,3.0,1.0,4.0,556.0,130.0,Southern Metropolitan,2555.0,1019673.4
4341,Mordialloc,32 Keefer St,2,h,S,O'Brien,9/09/2017,21.5,3195.0,2.0,2.0,2.0,556.0,130.0,South-Eastern Metropolitan,3650.0,1067750.2
4342,Mount Waverley,1/17 French St,3,u,S,Open,9/09/2017,14.2,3149.0,3.0,1.0,2.0,556.0,131.0,Eastern Metropolitan,13366.0,1018902.7
4343,Mount Waverley,1/70 Lechte Rd,4,u,VB,Jellis,9/09/2017,14.2,3149.0,4.0,2.0,2.0,556.0,157.0,Eastern Metropolitan,13366.0,1174595.6
4344,Mount Waverley,66 Talbot Rd,4,h,SP,Buxton,9/09/2017,14.2,3149.0,4.0,2.0,2.0,556.0,192.0,Eastern Metropolitan,13366.0,1412644.8
4345,Mount Waverley,42 Torroodun St,3,h,SP,Biggin,9/09/2017,14.2,3149.0,3.0,1.0,1.0,556.0,130.0,Eastern Metropolitan,13366.0,1154533.1
4346,Mount Waverley,44 Torroodun St,3,h,SP,Biggin,9/09/2017,14.2,3149.0,3.0,1.0,1.0,556.0,130.0,Eastern Metropolitan,13366.0,1154533.1
4347,Mulgrave,6 Caper Ct,3,h,S,Harcourts,9/09/2017,18.8,3170.0,3.0,1.0,1.0,644.0,130.0,South-Eastern Metropolitan,7113.0,943428.8
4348,Mulgrave,5 Cooley La,3,h,S,Ray,9/09/2017,18.8,3170.0,3.0,2.0,2.0,556.0,162.0,South-Eastern Metropolitan,7113.0,954295.44
4349,Murrumbeena,38 Ardyne St,2,h,S,Ray,9/09/2017,10.1,3163.0,2.0,1.0,1.0,556.0,108.0,Southern Metropolitan,4442.0,1269665.8
4350,Murrumbeena,19 Burns Av,3,h,S,Woodards,9/09/2017,10.1,3163.0,3.0,1.0,1.0,556.0,130.0,Southern Metropolitan,4442.0,1461927.9
4351,Newport,18 Chalmers La,3,h,S,Greg,9/09/2017,6.2,3015.0,3.0,2.0,2.0,556.0,130.0,Western Metropolitan,5498.0,1343728.1
4352,Newport,2B Savige St,4,t,S,Village,9/09/2017,6.2,3015.0,4.0,2.0,2.0,556.0,189.0,Western Metropolitan,5498.0,1229316.2
4353,Niddrie,63 Nolan St,4,h,S,Nelson,9/09/2017,10.4,3042.0,4.0,3.0,2.0,634.0,251.0,Western Metropolitan,2291.0,1437639.9
4354,North Melbourne,2/55 Haines St,2,u,SP,Jellis,9/09/2017,1.8,3051.0,2.0,1.0,1.0,556.0,71.0,Northern Metropolitan,6821.0,527280.9
4355,Northcote,35 Clarke St,2,h,S,Jellis,9/09/2017,5.3,3070.0,2.0,1.0,2.0,556.0,130.0,Northern Metropolitan,11364.0,1423514.1
4356,Northcote,10/414 High St,1,u,S,Harcourts,9/09/2017,5.3,3070.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11364.0,878070.2
