,Unnamed: 0,Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
3918,15440,Bentleigh East,4 Normdale Rd,3,h,S,Buxton,3/09/2017,13.8,3165.0,3.0,1.0,2.0,,121.0,1960.0,,-37.93067,145.06696000000005,Southern Metropolitan,10969.0
3919,15442,Berwick,7 Inkerman St,4,h,S,Harcourts,3/09/2017,35.2,3806.0,4.0,2.0,2.0,,270.0,2007.0,,-38.07113,145.34581,Eastern Victoria,17093.0
3920,15443,Berwick,4 Rheanva St,5,h,VB,Kaye,3/09/2017,35.2,3806.0,5.0,4.0,2.0,,216.0,1984.0,,-38.0294,145.3431,Eastern Victoria,17093.0
3921,15446,Blackburn,23 Naughton Gr,5,h,SP,Ray,3/09/2017,13.4,3130.0,5.0,2.0,4.0,,259.0,1950.0,,-37.82893,145.15723,Eastern Metropolitan,5713.0
3922,15447,Blackburn North,12 Katrina St,3,h,S,Fletchers,3/09/2017,13.4,3130.0,3.0,2.0,1.0,583.0,,,,-37.803470000000004,145.1427,Eastern Metropolitan,2867.0
3923,15449,Blackburn North,78 Shafer Rd,3,h,SP,Noel,3/09/2017,13.4,3130.0,3.0,2.0,4.0,798.0,,,,-37.807520000000004,145.14878000000004,Eastern Metropolitan,2867.0
3924,15450,Bonbeach,95 Bondi Rd,4,h,VB,Buxton,3/09/2017,27.0,3196.0,4.0,2.0,1.0,,,,,-38.06053,145.12938,South-Eastern Metropolitan,2887.0
3925,15453,Briar Hill,3/25 Williams Rd,2,u,S,Morrison,3/09/2017,16.1,3088.0,2.0,1.0,1.0,180.0,,,,-37.70924,145.11411999999999,Eastern Metropolitan,1390.0
3926,15455,Brighton,7/344 New St,2,u,S,Buxton,3/09/2017,10.5,3186.0,2.0,1.0,1.0,,,,,-37.90233,144.99375,Southern Metropolitan,10579.0
3927,15456,Brighton,1/109 Roslyn St,4,t,VB,Marshall,3/09/2017,10.5,3186.0,4.0,3.0,2.0,,,,,-37.91897,145.00329,Southern Metropolitan,10579.0
3928,15457,Brighton,4 Well St,3,h,S,Marshall,3/09/2017,10.5,3186.0,3.0,1.0,3.0,,,,,-37.91384,144.99216,Southern Metropolitan,10579.0
3929,15462,Brighton East,5/79 Union St,2,h,VB,Buxton,3/09/2017,10.3,3187.0,2.0,1.0,1.0,,,,,-37.907779999999995,145.01582,Southern Metropolitan,6938.0
3930,15464,Brunswick,5 Collier Cr,3,h,VB,Nelson,3/09/2017,5.2,3056.0,3.0,1.0,0.0,,,,,-37.77203,144.9539,Northern Metropolitan,11918.0
3931,15466,Brunswick,1/11 Millward St,2,u,S,Woodards,3/09/2017,5.2,3056.0,2.0,1.0,1.0,,,,,-37.77421,144.9505,Northern Metropolitan,11918.0
3932,15469,Brunswick East,17 Gear St,2,t,S,Woodards,3/09/2017,4.0,3057.0,2.0,2.0,1.0,,,,,-37.77621,144.97706000000005,Northern Metropolitan,5533.0
3933,15470,Brunswick West,3/7 Curtin Av,3,t,S,Nelson,3/09/2017,5.2,3055.0,,,,,,,,,,Northern Metropolitan,7082.0
3934,15471,Bulleen,3/9 Amberley Ct,3,u,PI,Parkes,3/09/2017,10.8,3105.0,3.0,2.0,2.0,,122.0,2008.0,,-37.78045,145.10038,Eastern Metropolitan,4480.0
3935,15472,Bundoora,30 Glenn Cr,3,h,S,Ray,3/09/2017,12.1,3083.0,3.0,1.0,2.0,532.0,106.0,1977.0,,-37.696690000000004,145.04515,Northern Metropolitan,10175.0
3936,15473,Bundoora,280 Greenhills Rd,3,h,S,Barry,3/09/2017,12.1,3083.0,3.0,1.0,2.0,,113.0,1960.0,,-37.69282000000001,145.04387,Northern Metropolitan,10175.0
3937,15477,Burnside Heights,15 Cunningham Ch,4,h,SP,HAR,3/09/2017,14.8,3023.0,4.0,2.0,2.0,,162.0,2010.0,,-37.73438,144.76265,Western Metropolitan,1686.0
3938,15478,Burwood East,2 Howitt Pl,3,h,S,Fletchers,3/09/2017,14.7,3151.0,3.0,2.0,2.0,369.0,,,,-37.857929999999996,145.13925,Eastern Metropolitan,4048.0
3939,15479,Camberwell,78 Bowen St,4,h,S,Kay,3/09/2017,7.7,3124.0,4.0,3.0,2.0,947.0,,,,-37.844570000000004,145.06218,Southern Metropolitan,8920.0
3940,15480,Camberwell,653 Burke Rd,6,h,VB,Kay,3/09/2017,7.7,3124.0,5.0,3.0,4.0,,,,,-37.83562,145.05566000000005,Southern Metropolitan,8920.0
3941,15481,Camberwell,1/26 Cooloongatta Rd,3,h,S,Marshall,3/09/2017,7.7,3124.0,3.0,2.0,2.0,,,,,-37.83641,145.07594,Southern Metropolitan,8920.0
3942,15482,Camberwell,1/10 Lesley St,4,t,VB,Jellis,3/09/2017,7.7,3124.0,4.0,2.0,2.0,,260.0,2010.0,,-37.84612,145.09485,Southern Metropolitan,8920.0
3943,15483,Camberwell,116 Rowell Av,3,t,PI,Marshall,3/09/2017,7.7,3124.0,3.0,2.0,1.0,,,1996.0,,-37.84514,145.05953,Southern Metropolitan,8920.0
3944,15484,Camberwell,1/30 Stanhope Gr,3,u,VB,J,3/09/2017,7.7,3124.0,3.0,1.0,2.0,,,,,-37.82731,145.06452,Southern Metropolitan,8920.0
3945,15486,Canterbury,3/67 Wattle Valley Rd,2,u,S,Marshall,3/09/2017,8.4,3126.0,2.0,1.0,1.0,,,,,-37.83201,145.08163000000005,Southern Metropolitan,3265.0
3946,15488,Carnegie,2/3 Milton St,3,h,S,Gary,3/09/2017,10.1,3163.0,3.0,2.0,2.0,,128.0,2014.0,,-37.88626,145.0499,Southern Metropolitan,7822.0
3947,15489,Carnegie,4/25 Truganini Rd,2,h,S,Ray,3/09/2017,10.1,3163.0,,,,,,,,,,Southern Metropolitan,7822.0
3948,15490,Caulfield East,24 Clifton St,4,h,S,Gary,3/09/2017,8.4,3145.0,4.0,2.0,2.0,664.0,155.0,1900.0,,-37.883759999999995,145.04476,Southern Metropolitan,608.0
3949,15491,Caulfield East,14 Lloyds Av,4,t,S,Besser,3/09/2017,8.4,3145.0,4.0,2.0,2.0,,169.0,2000.0,,-37.88605,145.04469,Southern Metropolitan,608.0
3950,15492,Caulfield North,15/9 Kooyong Rd,2,u,PI,Gary,3/09/2017,7.8,3161.0,2.0,1.0,1.0,,,,,-37.864259999999994,145.01896000000005,Southern Metropolitan,6923.0
3951,15493,Chadstone,93 Power Av,2,h,S,Barry,3/09/2017,11.7,3148.0,2.0,1.0,1.0,,,,,-37.876059999999995,145.10199,Southern Metropolitan,3582.0
3952,15494,Chelsea Heights,10 Fielding Dr,3,h,S,Ray,3/09/2017,27.0,3196.0,3.0,1.0,2.0,,,,,-38.051790000000004,145.14185,South-Eastern Metropolitan,2076.0
3953,15495,Cheltenham,1B Glyn Ct,3,h,S,O'Brien,3/09/2017,17.9,3192.0,3.0,1.0,2.0,,,,,-37.95678,145.06133,Southern Metropolitan,9758.0
3954,15497,Clayton,68 Margaret St,3,h,SP,Ray,3/09/2017,16.7,3168.0,3.0,1.0,1.0,,128.0,1955.0,,-37.91739000000001,145.11773,South-Eastern Metropolitan,5837.0
3955,15500,Coburg,18 Barrow St,3,h,S,Ray,3/09/2017,6.7,3058.0,3.0,1.0,1.0,,,,,-37.75463,144.97088,Northern Metropolitan,11204.0
3956,15503,Coburg,16 Industry La,2,t,SP,Brad,3/09/2017,6.7,3058.0,2.0,2.0,1.0,,97.0,2008.0,,-37.73673,144.97013,Northern Metropolitan,11204.0
3957,15504,Coburg,2/25 Liverpool St,2,h,VB,Jellis,3/09/2017,6.7,3058.0,2.0,1.0,1.0,,86.0,1960.0,,-37.74547000000001,144.95223000000001,Northern Metropolitan,11204.0
3958,15505,Coburg,87 Phillips St,3,h,S,McDonald,3/09/2017,6.7,3058.0,3.0,1.0,4.0,460.0,141.0,1920.0,,-37.745129999999996,144.95458,Northern Metropolitan,11204.0
3959,15509,Craigieburn,29 Abercarn Av,4,h,VB,YPA,3/09/2017,20.6,3064.0,4.0,2.0,1.0,,195.0,1985.0,,-37.61099,144.93901,Northern Metropolitan,15510.0
3960,15511,Craigieburn,17 Pinnacle Dr,3,h,S,Ray,3/09/2017,20.6,3064.0,3.0,2.0,2.0,,154.0,2010.0,,-37.57095,144.92584,Northern Metropolitan,15510.0
3961,15512,Croydon,1/29 Haig St,3,u,SP,McGrath,3/09/2017,23.0,3136.0,3.0,1.0,2.0,,203.0,1930.0,,-37.793479999999995,145.2872,Eastern Metropolitan,11925.0
3962,15517,Croydon Hills,49 Waterview Ct,4,h,SP,buyMyplace,3/09/2017,23.0,3136.0,4.0,3.0,4.0,,246.0,1988.0,,-37.76824000000001,145.26384,Eastern Metropolitan,1705.0
3963,15518,Croydon North,4 Selby Ct,3,h,S,Philip,3/09/2017,23.0,3136.0,3.0,2.0,1.0,1007.0,250.0,1980.0,,-37.766529999999996,145.29163,Eastern Metropolitan,2985.0
3964,15519,Dallas,8 Echuca St,3,h,S,YPA,3/09/2017,14.0,3047.0,3.0,1.0,1.0,627.0,97.0,1960.0,,-37.667809999999996,144.93809,Northern Metropolitan,2246.0
3965,15521,Dandenong,19 Ross St,3,h,S,McLennan,3/09/2017,24.7,3175.0,3.0,2.0,1.0,673.0,125.0,1995.0,,-37.980959999999996,145.22621,South-Eastern Metropolitan,10894.0
3966,15523,Dandenong North,8 Jeffrey St,3,h,S,McLennan,3/09/2017,24.7,3175.0,3.0,1.0,3.0,,,,,-37.96777,145.21613,South-Eastern Metropolitan,8322.0
3967,15524,Dandenong North,86 McFees Rd,3,h,S,YPA,3/09/2017,24.7,3175.0,3.0,1.0,,,90.0,1960.0,,-37.96415,145.21441000000004,South-Eastern Metropolitan,8322.0
3968,15525,Dandenong North,46 Murray Rd,4,h,SP,C21,3/09/2017,24.7,3175.0,4.0,2.0,1.0,,,,,-37.94458,145.21472,South-Eastern Metropolitan,8322.0
3969,15526,Derrimut,3 Berkeley Cr,4,h,S,Stockdale,3/09/2017,14.7,3030.0,4.0,2.0,4.0,,313.0,2010.0,,-37.79358,144.76327,Western Metropolitan,2276.0
3970,15527,Diamond Creek,17 Wentworth Cl,4,h,SP,Barry,3/09/2017,21.8,3089.0,4.0,2.0,2.0,879.0,235.0,1995.0,,-37.680009999999996,145.16,Northern Victoria,4258.0
3971,15528,Dingley Village,13 Wheatland Cr,4,h,S,Obrien,3/09/2017,22.2,3172.0,4.0,2.0,2.0,615.0,,,,-37.967459999999996,145.12788,South-Eastern Metropolitan,3940.0
3972,15530,Doncaster,30 Braeside Dr,3,h,PI,Buxton,3/09/2017,12.4,3108.0,,,,,,,,,,Eastern Metropolitan,9028.0
3973,15531,Doncaster,60 High St,4,h,VB,Jellis,3/09/2017,12.4,3108.0,4.0,2.0,2.0,,248.0,1975.0,,-37.7832,145.10931000000005,Eastern Metropolitan,9028.0
3974,15534,Doncaster East,1/13 Baratta St,3,h,PI,Barry,3/09/2017,14.3,3109.0,3.0,2.0,2.0,,136.0,2007.0,,-37.79694,145.15304,Eastern Metropolitan,10999.0
3975,15536,Doncaster East,2/7 Bullen St,3,u,S,Barry,3/09/2017,14.3,3109.0,3.0,2.0,2.0,,,,,-37.78991,145.1489,Eastern Metropolitan,10999.0
3976,15538,Doncaster East,58 Devon Dr,3,h,S,Barry,3/09/2017,14.3,3109.0,3.0,1.0,2.0,,112.0,1960.0,,-37.79542,145.15579,Eastern Metropolitan,10999.0
3977,15539,Doncaster East,1/6 Ellin St,3,u,SP,McGrath,3/09/2017,14.3,3109.0,3.0,1.0,2.0,,,1975.0,,-37.79484,145.16588000000004,Eastern Metropolitan,10999.0
3978,15541,Doncaster East,2/7 Myrtle Ct,3,t,S,Parkes,3/09/2017,14.3,3109.0,,,,,,,,,,Eastern Metropolitan,10999.0
3979,15542,Doncaster East,34 Roger St,3,h,S,Barry,3/09/2017,14.3,3109.0,3.0,1.0,2.0,,132.0,1970.0,,-37.793240000000004,145.15695,Eastern Metropolitan,10999.0
3980,15545,Doreen,6 Aria Ct,4,h,S,HAR,3/09/2017,25.9,3754.0,4.0,2.0,2.0,387.0,,,,-37.595890000000004,145.11364,Northern Victoria,7254.0
3981,15546,Doveton,3 Cedar St,3,h,S,Boutique,3/09/2017,28.8,3177.0,3.0,1.0,2.0,,87.0,1950.0,,-37.99177,145.23668999999995,South-Eastern Metropolitan,3533.0
3982,15548,Elwood,20/400 Barkly St,1,u,S,Pride,3/09/2017,7.2,3184.0,1.0,1.0,2.0,,,,,-37.88195,144.97853999999995,Southern Metropolitan,8989.0
3983,15550,Endeavour Hills,68 Scotsburn Wy,3,h,S,Fletchers,3/09/2017,28.5,3802.0,3.0,1.0,2.0,,97.0,1975.0,,-37.97058,145.26699,South-Eastern Metropolitan,8443.0
3984,15551,Epping,3 Belvedere Ct,4,h,S,hockingstuart,3/09/2017,19.6,3076.0,4.0,2.0,2.0,,,,,-37.64584,145.04543999999999,Northern Metropolitan,10926.0
3985,15554,Epping,1 Quartz Gr,4,h,S,Love,3/09/2017,19.6,3076.0,4.0,2.0,2.0,,,,,-37.63094,145.0342,Northern Metropolitan,10926.0
3986,15555,Epping,11 Simon Ct,3,h,S,hockingstuart,3/09/2017,19.6,3076.0,3.0,2.0,2.0,,,,,-37.63864,145.02928,Northern Metropolitan,10926.0
3987,15556,Epping,5 Thredbo Ct,3,h,S,Ray,3/09/2017,19.6,3076.0,3.0,1.0,2.0,,110.0,1980.0,,-37.6494,145.04147,Northern Metropolitan,10926.0
3988,15557,Essendon,19 Alfred Rd,4,h,PI,Nelson,3/09/2017,7.5,3040.0,4.0,1.0,1.0,,167.0,1970.0,,-37.74422,144.92408,Western Metropolitan,9264.0
3989,15559,Essendon,101 Deakin St,3,h,S,Nelson,3/09/2017,7.5,3040.0,3.0,2.0,2.0,,,,,-37.74384000000001,144.89226000000005,Western Metropolitan,9264.0
3990,15563,Essendon,120 Ogilvie St,2,u,VB,Barry,3/09/2017,7.5,3040.0,2.0,1.0,1.0,,,,,-37.74469000000001,144.89363,Western Metropolitan,9264.0
3991,15564,Essendon,6/82 Richardson St,2,t,VB,Nelson,3/09/2017,7.5,3040.0,,,,,,,,,,Western Metropolitan,9264.0
3992,15565,Essendon North,32A Birdwood St,3,h,S,Nelson,3/09/2017,8.2,3041.0,3.0,2.0,2.0,,215.0,2013.0,,-37.73618,144.89709,Western Metropolitan,1308.0
3993,15567,Fairfield,103 Arthur St,3,h,S,Nelson,3/09/2017,5.7,3078.0,3.0,2.0,1.0,292.0,117.0,1930.0,,-37.777879999999996,145.01963999999995,Northern Metropolitan,2970.0
3994,15568,Fairfield,8/88 Rathmines St,2,u,S,Nelson,3/09/2017,5.7,3078.0,2.0,1.0,2.0,,73.0,2012.0,,-37.777029999999996,145.01593,Northern Metropolitan,2970.0
3995,15572,Fitzroy,101/150 Kerr St,2,u,S,Purplebricks,3/09/2017,2.1,3065.0,2.0,1.0,1.0,,63.0,2011.0,,-37.79708,144.98042,Northern Metropolitan,5825.0
3996,15573,Fitzroy,15 Westgarth St,3,h,S,Nelson,3/09/2017,2.1,3065.0,,,,,,,,,,Northern Metropolitan,5825.0
3997,15574,Fitzroy North,84 May St,4,h,S,Nelson,3/09/2017,3.6,3068.0,4.0,1.0,3.0,,,,,-37.77625,144.98623,Northern Metropolitan,6244.0
3998,15575,Flemington,98 Canterbury St,2,h,S,Alexkarbon,3/09/2017,3.4,3031.0,2.0,1.0,2.0,263.0,,,,-37.781279999999995,144.92325,Northern Metropolitan,3593.0
3999,15576,Flemington,48/2 Newmarket Wy,2,u,S,Nelson,3/09/2017,3.4,3031.0,2.0,1.0,1.0,,,,,-37.78589,144.92802,Northern Metropolitan,3593.0
4000,15578,Footscray,703/250 Barkly St,2,u,SP,Jas,3/09/2017,5.1,3011.0,2.0,1.0,1.0,,95.0,2007.0,,-37.79919,144.89607,Western Metropolitan,7570.0
4001,15579,Footscray,69 Creswick St,2,h,SP,Jas,3/09/2017,5.1,3011.0,2.0,1.0,1.0,,111.0,1900.0,,-37.796170000000004,144.89116,Western Metropolitan,7570.0
4002,15580,Footscray,9/155 Gordon St,3,u,SA,Hodges,3/09/2017,5.1,3011.0,3.0,1.0,1.0,,80.0,2010.0,,-37.79643,144.88878,Western Metropolitan,7570.0
4003,15583,Frankston,19 Birdwood St,3,h,S,hockingstuart,3/09/2017,38.0,3199.0,3.0,1.0,1.0,,147.0,1940.0,,-38.14784,145.13143,South-Eastern Metropolitan,17055.0
4004,15585,Frankston,3/28 Lewis St,2,u,SP,O'Brien,3/09/2017,38.0,3199.0,2.0,1.0,1.0,,75.0,1972.0,,-38.1393,145.12976,South-Eastern Metropolitan,17055.0
4005,15586,Frankston,30 Petrie St,3,h,S,hockingstuart,3/09/2017,38.0,3199.0,3.0,1.0,1.0,972.0,,,,-38.139540000000004,145.13086,South-Eastern Metropolitan,17055.0
4006,15587,Frankston North,29 Laurina Cr,3,h,S,Community,3/09/2017,36.9,3200.0,,,,,,,,,,Eastern Victoria,2500.0
4007,15597,Glen Iris,4/5 Leopold St,2,u,S,Marshall,3/09/2017,7.3,3146.0,2.0,2.0,1.0,,,1965.0,,-37.85909,145.04218999999995,Southern Metropolitan,10412.0
4008,15598,Glen Iris,20 Nash St,2,h,PI,Fletchers,3/09/2017,7.3,3146.0,2.0,1.0,2.0,,,,,-37.85597,145.04936999999995,Southern Metropolitan,10412.0
4009,15602,Glen Iris,1/21 Somerset Rd,4,h,SP,Marshall,3/09/2017,7.3,3146.0,4.0,2.0,2.0,,269.0,,,-37.850159999999995,145.07544,Southern Metropolitan,10412.0
4010,15606,Glen Waverley,2/35 Kirstina Rd,3,u,S,hockingstuart,3/09/2017,16.7,3150.0,3.0,2.0,2.0,,,,,-37.88994,145.16821000000004,Eastern Metropolitan,15321.0
4011,15608,Glenroy,8 Centre Wy,3,h,S,Barry,3/09/2017,11.2,3046.0,,,,,,,,,,Northern Metropolitan,8870.0
4012,15612,Glenroy,16a Ila St,3,u,S,Stockdale,3/09/2017,11.2,3046.0,,,,,,,,,,Northern Metropolitan,8870.0
4013,15613,Glenroy,60 Langton St,3,t,S,Nelson,3/09/2017,11.2,3046.0,,,,,,,,,,Northern Metropolitan,8870.0
4014,15616,Greensborough,7/143 St Helena Rd,2,u,S,Darren,3/09/2017,16.1,3088.0,,,,,,,,,,Northern Metropolitan,8524.0
4015,15618,Greensborough,1/16 Willis St,3,h,S,Darren,3/09/2017,16.1,3088.0,3.0,2.0,1.0,,145.0,1940.0,,-37.69809,145.11523,Northern Metropolitan,8524.0
4016,15620,Greenvale,14 Ogilvy Av,4,h,S,Barry,3/09/2017,20.4,3059.0,,,,,,,,,,Northern Metropolitan,4864.0
4017,15621,Hampton,5/522 Bluff Rd,2,u,S,Ray,3/09/2017,13.8,3188.0,2.0,1.0,2.0,,73.0,1990.0,,-37.93622,145.0243,Southern Metropolitan,5454.0
4018,15623,Hampton,5 Lawson St,4,h,S,Hodges,3/09/2017,13.8,3188.0,,,,,,,,,,Southern Metropolitan,5454.0
4019,15624,Hampton,43 Myrtle Rd,4,h,S,Marshall,3/09/2017,13.8,3188.0,4.0,2.0,2.0,,240.0,2014.0,,-37.94165,145.0157,Southern Metropolitan,5454.0
4020,15627,Hawthorn,4/8 Berkeley St,3,t,PI,Kay,3/09/2017,5.3,3122.0,3.0,2.0,2.0,,130.0,1965.0,,-37.83009000000001,145.03614,Southern Metropolitan,11308.0
4021,15628,Hawthorn,19/506 Glenferrie Rd,1,u,PI,Jellis,3/09/2017,5.3,3122.0,1.0,1.0,1.0,,,,,-37.83077,145.03404,Southern Metropolitan,11308.0
4022,15629,Hawthorn,73 Morang Rd,3,h,S,Marshall,3/09/2017,5.3,3122.0,3.0,2.0,3.0,,,,,-37.82562,145.02398,Southern Metropolitan,11308.0
4023,15630,Hawthorn East,507/480 Riversdale Rd,2,u,VB,Nelson,3/09/2017,6.2,3123.0,,,,,,,,-37.83145,145.05592,Southern Metropolitan,6482.0
4024,15631,Heidelberg Heights,1/43 Outhwaite Rd,3,t,S,Ray,3/09/2017,8.8,3081.0,3.0,1.0,1.0,,,2004.0,,-37.74007,145.05514,Eastern Metropolitan,2947.0
4025,15632,Heidelberg Heights,7 Waiora Rd,3,h,S,Miles,3/09/2017,8.8,3081.0,3.0,2.0,2.0,,,,,-37.746109999999994,145.05781000000005,Eastern Metropolitan,2947.0
4026,15633,Highett,7 Danson St,3,h,S,Buxton,3/09/2017,16.0,3190.0,3.0,2.0,2.0,,,,,-37.94417,145.02663,Southern Metropolitan,4794.0
4027,15634,Highett,2/42 Graham Rd,2,u,S,Buxton,3/09/2017,16.0,3190.0,2.0,1.0,1.0,,,2013.0,,-37.9512,145.04171000000005,Southern Metropolitan,4794.0
4028,15635,Highett,1/13 Muir St,2,u,SP,Thomson,3/09/2017,16.0,3190.0,2.0,1.0,1.0,,100.0,1960.0,,-37.94487,145.03548,Southern Metropolitan,4794.0
4029,15636,Highett,3/1185 Nepean Hwy,3,t,S,O'Brien,3/09/2017,16.0,3190.0,3.0,1.0,2.0,,110.0,1990.0,,-37.95362,145.05013,Southern Metropolitan,4794.0
4030,15637,Highett,48 Turner Rd,2,h,S,Buxton,3/09/2017,16.0,3190.0,2.0,1.0,1.0,254.0,,,,-37.951879999999996,145.05369,Southern Metropolitan,4794.0
4031,15638,Hillside,44 Jade Wy,3,h,S,Barry,3/09/2017,18.0,3037.0,3.0,3.0,2.0,,187.0,2004.0,,-37.70404,144.74331,Western Metropolitan,5556.0
4032,15639,Hoppers Crossing,31 Bourke Cr,3,h,SP,hockingstuart,3/09/2017,18.4,3029.0,3.0,2.0,8.0,,,,,-37.87045,144.68816,Western Metropolitan,13830.0
4033,15640,Hoppers Crossing,16 Dona Dr,3,h,SP,Purplebricks,3/09/2017,18.4,3029.0,3.0,2.0,2.0,,145.0,1990.0,,-37.86235,144.71312,Western Metropolitan,13830.0
4034,15641,Hoppers Crossing,17 Hunter Av,3,h,PI,Triwest,3/09/2017,18.4,3029.0,3.0,2.0,2.0,,123.0,1986.0,,-37.86963,144.68812,Western Metropolitan,13830.0
4035,15643,Hoppers Crossing,19 Merrett Av,3,h,VB,hockingstuart,3/09/2017,18.4,3029.0,3.0,1.0,1.0,,,,,-37.87105,144.68916000000004,Western Metropolitan,13830.0
4036,15644,Hoppers Crossing,12 Scherbourg Pl,3,h,S,Ray,3/09/2017,18.4,3029.0,3.0,1.0,1.0,,,,,-37.85454,144.67407,Western Metropolitan,13830.0
4037,15646,Hughesdale,3/27 Latrobe St,2,u,S,Ray,3/09/2017,12.3,3166.0,,,,,,,,,,Southern Metropolitan,3145.0
4038,15648,Ivanhoe,1/22 Myrtle St,4,h,VB,Nelson,3/09/2017,7.8,3079.0,,,,,,,,-37.75651,145.05096,Eastern Metropolitan,5549.0
4039,15649,Ivanhoe East,1/18 Carmichael St,2,u,SP,Miles,3/09/2017,7.8,3079.0,2.0,1.0,1.0,,,,,-37.7712,145.05823,Eastern Metropolitan,1554.0
4040,15651,Keilor East,10 Lakeside Cr,3,h,SP,Nelson,3/09/2017,11.7,3033.0,,,,,,,,,,Western Metropolitan,5629.0
4041,15653,Keilor East,4A Susan Ct,3,h,VB,Nelson,3/09/2017,11.7,3033.0,3.0,2.0,1.0,,180.0,2010.0,,-37.73124,144.8724,Western Metropolitan,5629.0
4042,15654,Kensington,49 Epsom Rd,2,h,S,Edward,3/09/2017,3.4,3031.0,2.0,1.0,1.0,,101.0,1910.0,,-37.79207,144.92547,Northern Metropolitan,5263.0
4043,15655,Kensington,23 Gardner La,1,t,S,Alexkarbon,3/09/2017,3.4,3031.0,1.0,1.0,1.0,,68.0,1997.0,,-37.79225,144.92229,Northern Metropolitan,5263.0
4044,15658,Kew,35 Miller Gr,4,h,S,Nelson,3/09/2017,5.4,3101.0,4.0,2.0,2.0,,,,,-37.81065,145.02146000000005,Southern Metropolitan,10331.0
4045,15660,Kew East,2/68 Westbrook St,3,t,VB,Jellis,3/09/2017,7.3,3102.0,3.0,2.0,2.0,,,1992.0,,-37.79356,145.05364,Southern Metropolitan,2671.0
4046,15661,Kilsyth,114 Lomond Av,3,h,S,Barry,3/09/2017,26.0,3137.0,3.0,1.0,1.0,,105.0,1970.0,,-37.79737,145.31847,Eastern Metropolitan,4654.0
4047,15662,Kings Park,25 Gum Rd,3,h,S,Barry,3/09/2017,14.0,3021.0,3.0,2.0,4.0,,,,,-37.739309999999996,144.77552,Western Metropolitan,2878.0
4048,15663,Kingsville,3/45 Edgar St,2,u,VB,Jas,3/09/2017,6.4,3012.0,,,,,,,,,,Western Metropolitan,1808.0
4049,15664,Kingsville,74 Wales St,3,h,S,Jas,3/09/2017,6.4,3012.0,3.0,1.0,1.0,,76.0,1920.0,,-37.80981,144.8796,Western Metropolitan,1808.0
4050,15667,Lalor,1 Nebel St,3,h,S,HAR,3/09/2017,16.3,3075.0,3.0,1.0,1.0,551.0,,,,-37.666129999999995,145.01346999999996,Northern Metropolitan,8279.0
4051,15668,Langwarrin,3/9 Margaret St,3,h,S,hockingstuart,3/09/2017,41.0,3910.0,,,,,,,,,,Eastern Victoria,8743.0
4052,15669,MacLeod,7 Brittingham Ct,4,h,SA,Woodards,3/09/2017,12.7,3085.0,,,,,,,,,,Northern Metropolitan,4168.0
4053,15670,Maidstone,1/3 Edmund St,3,t,S,Biggin,3/09/2017,6.4,3012.0,,,,,,,,,,Western Metropolitan,3873.0
4054,15671,Maidstone,2/9 Havelock St,3,t,S,Biggin,3/09/2017,6.4,3012.0,3.0,2.0,2.0,147.0,125.0,2015.0,,-37.785379999999996,144.87958999999995,Western Metropolitan,3873.0
4055,15672,Malvern,7/16 Elizabeth St,2,u,SP,Jellis,3/09/2017,5.9,3144.0,2.0,1.0,2.0,,,,,-37.8512,145.03616,Southern Metropolitan,4675.0
4056,15673,Malvern,3/101 9 Somers Av,3,u,S,Marshall,3/09/2017,5.9,3144.0,,,,,,,,,,Southern Metropolitan,4675.0
4057,15674,Malvern,10 Wilks Av,5,h,PI,Marshall,3/09/2017,5.9,3144.0,5.0,3.0,2.0,,,,,-37.84763,145.03384,Southern Metropolitan,4675.0
4058,15675,Malvern East,4/6 Ardrie Rd,2,u,S,hockingstuart,3/09/2017,8.4,3145.0,,,,,,,,-37.87753,145.04978,Southern Metropolitan,8801.0
4059,15678,Maribyrnong,304/2 La Scala Av,2,u,S,Raine,3/09/2017,4.3,3032.0,,,,,,,,,,Western Metropolitan,4918.0
4060,15679,Maribyrnong,16 Navy Cl,3,t,S,Nelson,3/09/2017,4.3,3032.0,3.0,2.0,2.0,,,2004.0,,-37.76482,144.88661000000005,Western Metropolitan,4918.0
4061,15681,Meadow Heights,9 Hibiscus Cl,3,h,S,Nelson,3/09/2017,17.4,3048.0,3.0,2.0,2.0,452.0,140.0,1992.0,,-37.640229999999995,144.91398999999996,Northern Metropolitan,4704.0
4062,15682,Meadow Heights,1/47 Shankland Bvd,3,h,SP,Morrison,3/09/2017,17.4,3048.0,3.0,2.0,2.0,,112.0,1980.0,,-37.64714,144.92237,Northern Metropolitan,4704.0
4063,15683,Melbourne,3/114 Hardware St,2,u,VB,MICM,3/09/2017,0.0,3000.0,2.0,1.0,,,,1989.0,,-37.81205,144.96063999999996,Northern Metropolitan,17496.0
4064,15685,Melton,51 Gretel Gr,4,h,S,Raine,3/09/2017,31.7,3337.0,4.0,1.0,1.0,,,,,-37.69017,144.57831000000004,Western Victoria,3600.0
4065,15686,Melton,20 Perry Cl,3,h,S,hockingstuart,3/09/2017,31.7,3337.0,3.0,1.0,2.0,583.0,103.0,1980.0,,-37.681459999999994,144.57106000000005,Western Victoria,3600.0
